"# Financial Statements

In ERPNext, you can get crucial financial reports like [Balance Sheet] and [Profit and Loss] statements with a click of a button. You can run in the report for a different period and plot analytics charts premised on statement data. For more reports, check sections like Financial Statements, General Ledger, and Profitability reports.

<b>[Check Accounting reports](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/accounting-reports)</b>","# 財務諸表

ERPNext では、[貸借対照表] や [損益計算書] といった重要な財務レポートをボタン 1 つで出力できます。期間を変えて実行したり、諸表のデータをもとに分析チャートを作成したりできます。ほかにも、財務諸表・総勘定元帳・収益性のレポート群を確認してください。

<b>[会計レポートを確認する](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/accounting-reports)</b>",
"# Fixed Asset Accounts

With the company, a host of fixed asset accounts are pre-configured. To ensure your asset transactions are leading to correct accounting entries, you can review and set up following asset accounts as per your business  requirements.
 - Fixed asset accounts (Asset account)
 - Accumulated depreciation
 - Capital Work in progress (CWIP) account
 - Asset Depreciation account (Expense account)","# 固定資産の勘定

会社を作成すると、固定資産関連の勘定が一通り設定されます。資産の取引が正しい会計仕訳になるよう、次の勘定を業務要件に合わせて確認・設定してください。
 - 固定資産勘定（資産勘定）
 - 減価償却累計額
 - 建設仮勘定（CWIP）
 - 減価償却費勘定（費用勘定）",
"# How Production Planning Works

Production Plan helps in production and material planning for the Items planned for manufacturing. These production items can be committed via Sales Order (to Customers) or Material Requests (internally).
","# 生産計画の仕組み

生産計画は、製造対象の品目について生産と資材の計画を立てるためのものです。対象となる品目は、受注（顧客向け）または資材要求（社内向け）から引き当てられます。
",
"# Import Data from Spreadsheet

In ERPNext, you can easily migrate your historical data using spreadsheets. You can use it for migrating not just masters (like Customer, Supplier, Items), but also for transactions like (outstanding invoices, opening stock and accounting entries, etc).","# スプレッドシートからデータを取り込む

ERPNext では、スプレッドシートを使って過去のデータを簡単に移行できます。顧客・仕入先・品目といったマスタだけでなく、未決済の請求、期首在庫、会計仕訳などの取引データも取り込めます。",
# In Stock,# 在庫数,
"# Introduction to Stock Entry
This video will give a quick introduction to [**Stock Entry**](https://docs.erpnext.com/docs/user/manual/en/stock/stock-entry).","# 在庫エントリの概要
この動画では [**在庫エントリ**](https://docs.erpnext.com/docs/user/manual/en/stock/stock-entry) の概要を説明します。",
"# Manage Stock Movements
Stock entry allows you to register the movement of stock for various purposes like transfer, received, issues, repacked, etc. To address issues related to theft and pilferages,  you can always ensure that the movement of goods happens against a document reference Stock Entry in ERPNext.

Let’s get a quick walk-through on the various scenarios covered in Stock Entry by watching [*this video*](https://www.youtube.com/watch?v=Njt107hlY3I).","# 在庫の移動を管理する
在庫エントリでは、移動・入庫・出庫・再梱包など、さまざまな目的の在庫の動きを登録できます。盗難や紛失に対応するため、ERPNext ではモノの移動を必ず在庫エントリという文書に紐づけて記録できます。

在庫エントリで扱えるさまざまな場面については、[*この動画*](https://www.youtube.com/watch?v=Njt107hlY3I) で概要をご覧ください。",
"# Navigation in ERPNext

Ease of navigating and browsing around the ERPNext is one of our core strengths. In the following video, you will learn how to reach a specific feature in ERPNext via module page or AwesomeBar.","# ERPNext での画面移動

ERPNext は、画面間の移動と探索のしやすさを大きな特長としています。次の動画では、モジュールページや検索バーから目的の機能にたどり着く方法を説明します。",
"# Purchase an Asset

Assets purchases process if done following the standard Purchase cycle. If capital work in progress is enabled in Asset Category, Asset will be created as soon as Purchase Receipt is created for it. You can quickly create a Purchase Receipt for Asset and see its impact on books of accounts.","# 資産を購入する

資産の購入は、通常の購買サイクルに沿って行います。資産カテゴリーで建設仮勘定を有効にしている場合、購買受領を作成した時点で資産が作成されます。資産の購買受領を作成して、会計帳簿への反映を確認してみましょう。",
# Req'd Items,# 必要品目数,
"# Review Manufacturing Settings

In ERPNext, the Manufacturing module’s features are configurable as per your business needs. Manufacturing Settings is the place where you can set your preferences for:

- Capacity planning for allocating jobs to workstations
- Raw-material consumption based on BOM or actual
- Default values and over-production allowance
","# 製造設定を確認する

ERPNext の製造モジュールの機能は、業務に合わせて設定できます。製造設定では、次のような既定値を設定します。

- 作業所への作業割り当てのための能力計画
- 部品表基準か実績基準かの原材料消費
- 既定値と過剰生産の許容範囲
",
"# Review Stock Settings

In ERPNext, the Stock module’s features are configurable as per your business needs. Stock Settings is the place where you can set your preferences for:
- Default values for Item and Pricing
- Default valuation method for inventory valuation
- Set preference for serialization and batching of item
- Set tolerance for over-receipt and delivery of items","# 在庫設定を確認する

ERPNext の在庫モジュールの機能は、業務に合わせて設定できます。在庫設定では、次のような既定値を設定します。
- 品目と価格の既定値
- 在庫評価の既定の評価方法
- 品目のシリアル管理・バッチ管理の設定
- 入荷・出荷の過不足の許容範囲",
"# Sales Order

A Sales Order is a confirmation of an order from your customer. It is also referred to as Proforma Invoice.

Sales Order at the heart of your sales and purchase transactions. Sales Orders are linked in Delivery Note, Sales Invoices, Material Request, and Maintenance transactions. Through Sales Order, you can track fulfillment of the overall deal towards the customer.","# 受注

受注は、顧客からの注文を確定したものです。プロフォーマインボイスとも呼ばれます。

受注は販売・購買取引の中心にあります。受注は納品書・売上請求・資材要求・保守の各取引と連携しており、受注を通じて顧客との取引全体の履行状況を追跡できます。",
"# Selling Settings

CRM and Selling module’s features are configurable as per your business needs. Selling Settings is the place where you can set your preferences for:
 - Customer naming and default values
 - Billing and shipping preference in sales transactions
","# 販売設定

CRM モジュールと販売モジュールの機能は、業務に合わせて設定できます。販売設定では、次のような既定値を設定します。
 - 顧客の採番と既定値
 - 販売取引における請求先・配送先の設定
",
"# Set Up a Company

A company is a legal entity for which you will set up your books of account and create accounting transactions. In ERPNext, you can create multiple companies, and establish relationships (group/subsidiary) among them.

Within the company master, you can capture various default accounts for that Company and set crucial settings related to the accounting methodology followed for a company.
","# 会社を設定する

会社とは、会計帳簿を作成し、会計取引を記録する対象となる法人です。ERPNext では複数の会社を作成し、その間に親子（グループ／子会社）の関係を持たせることができます。

会社マスタでは、その会社の各種既定勘定を設定し、会計方針に関わる重要な設定を行います。
",
"# Setting up Taxes

ERPNext lets you configure your taxes so that they are automatically applied in your buying and selling transactions. You can configure them globally or even on Items. ERPNext taxes are pre-configured for most regions.","# 税の設定

ERPNext では、購買・販売の取引に税が自動で適用されるように設定できます。全体に対しても、品目ごとにも設定できます。主要な地域については、あらかじめ設定が用意されています。",
"# Setup Routing

A Routing stores all Operations along with the description, hourly rate, operation time, batch size, etc. Click below to learn how the Routing template can be created, for quick selection in the BOM.","# ルーティングを設定する

ルーティングには、作業の一覧と、その説明・時間単価・作業時間・バッチサイズなどが保持されます。部品表からすぐに選べるルーティングのテンプレートを作成する方法は、下記を参照してください。",
"# Setup a Warehouse
The warehouse can be your location/godown/store where you maintain the item's inventory, and receive/deliver them to various parties.

In ERPNext, you can maintain a Warehouse in the tree structure, so that location and sub-location of an item can be tracked. Also, you can link a Warehouse to a specific Accounting ledger, where the real-time stock value of that warehouse’s item will be reflected.","# 倉庫を設定する
倉庫とは、品目の在庫を保管し、各取引先との入出庫を行う場所・保管庫・店舗を指します。

ERPNext では倉庫をツリー構造で管理できるため、品目の保管場所とその下位の場所まで追跡できます。また、倉庫を特定の会計元帳に紐づけると、その倉庫の品目の在庫金額がリアルタイムに反映されます。",
"# Track Material Request


Also known as Purchase Request or an Indent, is a document identifying a requirement of a set of items (products or services) for various purposes like procurement, transfer, issue, or manufacturing. Once the Material Request is validated, a purchase manager can take the next actions for purchasing items like requesting RFQ from a supplier or directly placing an order with an identified Supplier.

","# 資材要求を管理する


購買依頼や請求依頼とも呼ばれ、調達・移動・出庫・製造などの目的で必要となる品目（製品またはサービス）をまとめた文書です。資材要求が承認されると、購買担当者は仕入先への見積依頼や、決定した仕入先への発注といった次の作業に進めます。

",
"# Update Stock Opening Balance
It’s an entry to update the stock balance of an item, in a warehouse, on a date and time you are going live on ERPNext.

Once opening stocks are updated, you can create transactions like manufacturing and stock deliveries, where this opening stock will be consumed.","# 在庫の期首残高を更新する
ERPNext の稼働を開始する日時における、倉庫ごとの品目の在庫残高を登録するエントリです。

期首在庫を登録すると、製造や出荷といった取引を作成でき、その際にこの期首在庫が消費されます。",
"# Updating Opening Balances

Once you close the financial statement in previous accounting software, you can update the same as opening in your ERPNext's Balance Sheet accounts. This will allow you to get complete financial statements from ERPNext in the coming years, and discontinue the parallel accounting system right away.","# 期首残高の更新

従来の会計ソフトで決算を締めたら、その残高を ERPNext の貸借対照表の勘定に期首残高として登録します。これにより、翌期以降は ERPNext から完全な財務諸表を得られるようになり、並行運用をすぐに終了できます。",
"# View Warehouse
In ERPNext the term 'warehouse' can be thought of as a storage location.

Warehouses are arranged in ERPNext in a tree like structure, where multiple sub-warehouses can be grouped under a single warehouse.

In this step we will view the [**Warehouse Tree**](https://docs.erpnext.com/docs/user/manual/en/stock/warehouse#21-tree-view) to view the [**Warehouses**](https://docs.erpnext.com/docs/user/manual/en/stock/warehouse) that are set by default.","# 倉庫を表示する
ERPNext における「倉庫」は、保管場所と考えることができます。

倉庫はツリー構造で管理され、1 つの倉庫の下に複数の下位倉庫をまとめられます。

この手順では [**倉庫ツリー**](https://docs.erpnext.com/docs/user/manual/en/stock/warehouse#21-tree-view) を開き、既定で設定されている [**倉庫**](https://docs.erpnext.com/docs/user/manual/en/stock/warehouse) を確認します。",
"## Products and Services

Depending on the nature of your business, you might be selling products or services to your clients or even both. 
ERPNext is optimized for itemized management of your sales and purchase.

The **Item Master**  is where you can add all your sales items. If you are in services, you can create an Item for each service that you offer. If you run a manufacturing business, the same master is used for keeping a record of raw materials, sub-assemblies etc.

Completing the Item Master is very essential for the successful implementation of ERPNext. We have a brief video introducing the item master for you, you can watch it in the next step.","## 製品とサービス

業種によって、顧客に販売するものは製品・サービス、またはその両方になります。ERPNext は、販売と購買を品目単位で管理できるように設計されています。

**品目マスタ** には、販売するものをすべて登録します。サービス業であれば、提供するサービスごとに品目を作成します。製造業であれば、同じマスタで原材料や半製品も管理します。

品目マスタの整備は、ERPNext を導入するうえで最も重要な作業です。次の手順で、品目マスタを紹介する短い動画をご覧いただけます。",
"## Who is a Customer?

A customer, who is sometimes known as a client, buyer, or purchaser is the one who receives goods, services, products, or ideas, from a seller for a monetary consideration.

Every customer needs to be assigned a unique id. Customer name itself can be the id or you can set a naming series for ids to be generated in Selling Settings.

Just like the supplier, let's quickly create a customer.","## 顧客とは

顧客とは、クライアント・買い手・購入者などとも呼ばれ、対価と引き換えに売り手から商品・サービス・製品・アイデアを受け取る相手を指します。

顧客にはそれぞれ一意の ID を割り当てる必要があります。顧客名をそのまま ID にすることも、販売設定で命名シリーズを設定して自動採番することもできます。

仕入先と同じ要領で、顧客を作成してみましょう。",
"## Who is a Supplier?

Suppliers are companies or individuals who provide you with products or services. ERPNext has comprehensive features for purchase cycles. 

Let's quickly create a supplier with the minimal details required. You need the name of the supplier, assign the supplier to a group, and select the type of the supplier, viz. Company or Individual.","## 仕入先とは

仕入先とは、製品やサービスを提供する会社または個人です。ERPNext には購買サイクルを管理する機能が一通り揃っています。

最小限の情報で仕入先を作成してみましょう。必要なのは仕入先の名称、所属させるグループ、そして仕入先の種別（法人または個人）です。",
%  Delivered,%  納品済,
% Amount Billed,% 請求済金額,
% Billed,% 請求済,
% Complete Method,% 完了方法,
% Completed,% 完了,
% Cost Allocation,原価配分率,
% Delivered,% 納品済,
% Finished Item Quantity,% 完成品数量,
% Installed,% 設置済,
% Occupied,% 占有率,
% Of Grand Total,% 総計に対する割合,
% Ordered,% 発注済,
% Picked,% ピッキング済,
% Process Loss,% 工程ロス,
% Produced,% 生産済,
% Progress,% 進捗,
% Raw Material Received,% 原材料入荷済,
% Raw Material Returned,% 原材料返品済,
% Received,% 受領済,
% Returned,% 返品済,
% of materials billed against this Purchase Order.,この発注書に対して請求済の資材の割合。,
% of materials billed against this Sales Order,% この受注に対して請求済の資材,
% of materials delivered against this Pick List,% このピッキングリストに対して納品済の資材,
% of materials delivered against this Sales Order,% この受注に対して納品済の資材,
% of materials ordered against this Material Request,この資材要求に対して発注済の資材の割合,
% of materials received against this Purchase Order,この発注書に対して受領済の資材の割合,
'Account' in the Accounting section of Customer {0},顧客 {0} の会計セクションにある「勘定科目」,
'Allow Multiple Sales Orders Against a Customer's Purchase Order',「顧客の購買発注に対して複数の受注を許可する」,
'Based On' and 'Group By' can not be same,'基準'と'グループ化'は同じにできません,
'Days Since Last Order' must be greater than or equal to zero,'最終注文からの日数'はゼロ以上でなければなりません,
'Default {0} Account' in Company {1},会社 {1} の「デフォルト {0} 勘定科目」,
'Entries' cannot be empty,'入力'は空にできません,
'From Date' is required,'開始日'は必須です,
'From Date' must be after 'To Date','開始日'は'終了日'より後でなければなりません,
'Has Serial No' can not be 'Yes' for non-stock item,非在庫品目に対して「シリアル番号あり」を「はい」にすることはできません,
"'Inspection Required before Delivery' has disabled for the item {0}, no need to create the QI",品目 {0} の「納品前に検査が必要」が無効になっています。QIを作成する必要はありません。,
"'Inspection Required before Purchase' has disabled for the item {0}, no need to create the QI",品目 {0} の「購入前に検査が必要」が無効になっています。QIを作成する必要はありません。,
'Opening','期首',
'To Date' is required,'終了日'は必須です,
'To Package No.' cannot be less than 'From Package No.',「梱包番号（至）」は「梱包番号（自）」より小さくできません,
'Update Stock' can not be checked because items are not delivered via {0},品目が {0} 経由で納品されていないため、「在庫更新」をチェックすることはできません,
'Update Stock' cannot be checked for fixed asset sale,固定資産の売却では「在庫更新」をチェックできません,
'{0}' account is already used by {1}. Use another account.,勘定科目「{0}」はすでに {1} で使用されています。別の勘定科目を使用してください。,
'{0}' has been already added.,「{0}」はすでに追加されています。,
'{0}' should be in company currency {1}.,「{0}」は会社通貨 {1} である必要があります。,
(A) Qty After Transaction,(A) 取引後の数量,
(B) Expected Qty After Transaction,(B) 取引後の予想数量,
(C) Total Qty in Queue,(C) キュー内の合計数量,
(C) Total qty in queue,(C) キュー内の合計数量,
(D) Balance Stock Value,(D) 在庫残高評価額,
(Daily Yield * No of Units Produced) / 100,(日次歩留まり * 生産ユニット数) / 100,
(E) Balance Stock Value in Queue,(E) キュー内の在庫残高評価額,
(F) Change in Stock Value,(F) 在庫評価額の変動,
(Forecast),（予測）,
(G) Sum of Change in Stock Value,(G) 在庫評価額の変動合計,
(Good Units Produced / Total Units Produced) × 100,(良品生産ユニット数 / 総生産ユニット数) × 100,
(H) Change in Stock Value (FIFO Queue),(H) 在庫評価額の変動 (FIFOキュー),
(H) Valuation Rate,(H) 評価レート,
(Hour Rate / 60) * Actual Operation Time,(時間単価 / 60) * 実際の作業時間,
(I) Valuation Rate,(I) 評価レート,
(J) Valuation Rate as per FIFO,(J) FIFOによる評価レート,
(K) Valuation = Value (D) ÷ Qty (A),(K) 評価額 = 評価額 (D) ÷ 数量 (A),
(Purchase Order + Material Request + Actual Expense),(発注書 + 資材要求 + 実際経費),
(Total Workstation Time / Manufacturing Time) * 60,(総ワークステーション時間 / 製造時間) * 60,
(including),(含む),
* Will be calculated in the transaction.,* 取引で計算されます。,
+ Add Price,+ 価格を追加,
0 - 30 Days,0～30日,
0-30,0-30,
0-30 Days,0～30日,
1 Loyalty Points = How much base currency?,1ポイント = 基本通貨でいくら？,
1 hr,1時間,
1 invoice,1 請求書,
1-10,1-10,
