"<div class=""well"">
    Edit list of Series in the box. Rules:
    <ul>
        <li>Each Series Prefix on a new line.</li>
        <li>Allowed special characters are ""/"" and ""-""</li>
        <li>
            Optionally, set the number of digits in the series using dot (.)
            followed by hashes (#). For example, "".####"" means that the series
            will have four digits. Default is five digits.
        </li>
        <li>
            You can also use variables in the series name by putting them
            between (.) dots
            <br>
            Supported Variables:
            <ul>
                <li><code>.YYYY.</code> - Year in 4 digits</li>
                <li><code>.YY.</code> - Year in 2 digits</li>
                <li><code>.MM.</code> - Month</li>
                <li><code>.DD.</code> - Day of month</li>
                <li><code>.WW.</code> - Week of the year</li>
                <li>
                    <code>.{fieldname}.</code> - fieldname on the document e.g.
                    <code>branch</code>
                </li>
                <li><code>.FY.</code> - Fiscal Year (requires ERPNext to be installed)</li>
                <li><code>.ABBR.</code> - Company Abbreviation (requires ERPNext to be installed)</li>
            </ul>
        </li>
    </ul>
    Examples:
    <ul>
        <li>INV-</li>
        <li>INV-10-</li>
        <li>INVK-</li>
        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
    </ul>
</div>
<br>
","<div class=""well"">
    ボックス内でシリーズ(連番)のリストを編集します。ルール:
    <ul>
        <li>各シリーズのプレフィックスは1行に1つずつ記入します。</li>
        <li>使用できる特殊文字は「/」と「-」です</li>
        <li>
            必要に応じて、ドット(.)に続けてハッシュ(#)を付けることで
            シリーズの桁数を設定できます。例えば「.####」はシリーズが
            4桁になることを意味します。デフォルトは5桁です。
        </li>
        <li>
            シリーズ名には、ドット(.)で挟むことで変数を使用することも
            できます
            <br>
            サポートされる変数:
            <ul>
                <li><code>.YYYY.</code> - 西暦4桁</li>
                <li><code>.YY.</code> - 西暦2桁</li>
                <li><code>.MM.</code> - 月</li>
                <li><code>.DD.</code> - 日</li>
                <li><code>.WW.</code> - 年内の週番号</li>
                <li>
                    <code>.{fieldname}.</code> - ドキュメントのフィールド名 例:
                    <code>branch</code>
                </li>
                <li><code>.FY.</code> - 会計年度(ERPNextのインストールが必要)</li>
                <li><code>.ABBR.</code> - 会社略称(ERPNextのインストールが必要)</li>
            </ul>
        </li>
    </ul>
    例:
    <ul>
        <li>INV-</li>
        <li>INV-10-</li>
        <li>INVK-</li>
        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
    </ul>
</div>
<br>
",
"<h3>Custom CSS Help</h3>

<p>Notes:</p>

<ol>
<li>All field groups (label + value) are set attributes <code>data-fieldtype</code> and <code>data-fieldname</code></li>
<li>All values are given class <code>value</code></li>
<li>All Section Breaks are given class <code>section-break</code></li>
<li>All Column Breaks are given class <code>column-break</code></li>
</ol>

<h4>Examples</h4>

<p>1. Left align integers</p>

<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>

<p>1. Add border to sections except the last section</p>

<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
.section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>
","<h3>カスタムCSSヘルプ</h3>

<p>注意事項：</p>

<ol>
<li>すべてのフィールドグループ（ラベル＋値）には属性 <code>data-fieldtype</code> と <code>data-fieldname</code> が設定されます</li>
<li>すべての値にはクラス <code>value</code> が付与されます</li>
<li>すべてのセクション区切りにはクラス <code>section-break</code> が付与されます</li>
<li>すべてのカラム区切りにはクラス <code>column-break</code> が付与されます</li>
</ol>

<h4>例</h4>

<p>1. 整数を左揃えにする</p>

<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>

<p>1. 最後のセクション以外にボーダーを追加する</p>

<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
.section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>
",
"<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>
","<h3>印刷フォーマットヘルプ</h3>
<hr>
<h4>はじめに</h4>
<p>印刷フォーマットは、Jinjaテンプレート言語を使用してサーバー側でレンダリングされます。すべてのフォームは、フォーマットされるドキュメントに関する情報を含む<code>doc</code>オブジェクトにアクセスできます。また、<code>frappe</code>モジュールを介して共通ユーティリティにアクセスすることもできます。</p>
<p>スタイリングにはBootstrap CSSフレームワークが提供されており、あらゆるクラスを利用できます。</p>
<hr>
<h4>参照</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>例</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;顧客名&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;日付&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;品目名&lt;/th&gt;
			&lt;th&gt;説明&lt;/th&gt;
			&lt;th class=""text-right""&gt;数量&lt;/th&gt;
			&lt;th class=""text-right""&gt;単価&lt;/th&gt;
			&lt;th class=""text-right""&gt;金額&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>共通関数</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>日付、通貨などとしてフォーマットされたドキュメント値を取得します。通貨タイプのフィールドには親<code>doc</code>を渡します。</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>別のドキュメントから値を取得します。</td>
		</tr>
	</tbody>
</table>
",
"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>デフォルトテンプレート</h4>
<p><a href=""http://jinja.pocoo.org/docs/templates/"">Jinjaテンプレート</a>を使用し、住所のすべてのフィールド（カスタムフィールドを含む）が利用可能です</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} 郵便番号:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}電話: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}FAX: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}メール: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>メール返信の例</h4>

<pre>注文期限超過

取引 {{ name }} が期日を超過しました。必要な対応を行ってください。

詳細

- 顧客: {{ customer }}
- 金額: {{ grand_total }}
</pre>

<h4>フィールド名の取得方法</h4>

<p>メールテンプレートで使用できるフィールド名は、メールを送信するドキュメントのフィールドです。ドキュメントのフィールドは「設定 &gt; フォームのカスタマイズ」でドキュメントタイプ（例：売上請求書）を選択して確認できます。</p>

<h4>テンプレート</h4>

<p>テンプレートはJinjaテンプレート言語でコンパイルされます。Jinjaの詳細については、<a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">こちらのドキュメントをご覧ください。</a></p>
",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">または</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>メッセージの例</h5>

<pre>&lt;h3&gt;注文期限超過&lt;/h3&gt;

&lt;p&gt;取引 {{ doc.name }} が期日を超過しました。必要な対応を行ってください。&lt;/p&gt;

&lt;!-- 最後のコメントを表示 --&gt;
{% if comments %}
最後のコメント: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;詳細&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;顧客: {{ doc.customer }}
&lt;li&gt;金額: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>",
"<p><strong>{{ __(""Condition Examples"") }}:</strong></p>
<pre><code class=""language-python"">doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</code></pre>
","<p><strong>{{ __(""Condition Examples"") }}:</strong></p>
<pre><code class=""language-python"">doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</code></pre>
",
"<p><strong>{{ __(""Condition Examples"") }}:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>{{ __(""Condition Examples"") }}:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>1つのDocTypeに対して複数のWebフォームを作成できます。送信後に正しいレコードを表示するため、このWebフォーム専用のフィルターを追加してください。</p><p>例:</p>
<p>従業員からのフィードバックを収集するために毎年別のWebフォームを作成する場合は、DocTypeに
 year という名前のフィールドを追加し、フィルター <b>year = 2023</b> を追加します</p>
",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>テンプレートをレンダリングする前にコンテキストを設定します。例:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>上記のHTMLと対話するには、親セレクターとして `root_element` を使用する必要があります。</p><p>例:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// ここでは root_element がデフォルトで提供されます
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""新しいコンテンツ"";
</code></pre>",
"<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>",<p>{0} のOTPシークレットがリセットされました。このリセットを実行しておらず、リクエストもしていない場合は、直ちにシステム管理者にご連絡ください。</p>,
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ 曜日 (0 - 6) (0は日曜日)
│  │  │  └───── 月 (1 - 12)
│  │  └────────── 日 (1 - 31)
│  └─────────────── 時 (0 - 23)
└──────────────────── 分 (0 - 59)

---

* - 任意の値
/ - ステップ値
</pre>
",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total &gt; 0</code></pre>

<p>条件はシンプルなPythonで記述してください。フォームで利用可能なプロパティのみを使用してください。</p>
<p>使用可能な関数：
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>例: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
"<span class=""h2"">Hi,</span>","<span class=""h2"">こんにちは、</span>",
<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.,<strong>警告:</strong> このフィールドはシステムによって生成され、将来のアップデートで上書きされる可能性があります。代わりに {0} を使用して変更してください。,
=,がお気に入り,
>,>,
>=,>=,
"A DocType (Document Type) is used to insert forms in ERPNext. Forms such as Customer, Orders, and Invoices are Doctypes in the backend. You can also create new DocTypes to create new forms in ERPNext as per your business needs.",DocType（文書タイプ）は、ERPNext にフォームを追加するために使います。顧客・受注・請求といったフォームは、内部ではいずれも DocType です。業務に合わせて新しい DocType を作成し、独自のフォームを追加することもできます。,
"A DocType's name should start with a letter and can only consist of letters, numbers, spaces, underscores and hyphens",DocTypeの名前は文字で始まり、文字、数字、スペース、アンダースコア、ハイフンのみで構成されている必要があります。,
"A Frappe Framework instance can function as an OAuth Client, Resource, or Authorization server. This DocType contains settings related to all three.",Frappe Frameworkインスタンスは、OAuthクライアント、リソース、または認証サーバーとして機能できます。このDocTypeには、これら3つすべてに関連する設定が含まれています。,
A download link with your data will be sent to the email address associated with your account.,お客様のデータを含むダウンロードリンクが、お客様のアカウントに関連付けられたメールアドレスに送信されます。,
A field with the name {0} already exists in {1},{1} には、名前が {0} のフィールドがすでに存在します。,
A file with same name {} already exists,A file with same name {}は既に存在します,
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,ユーザーが許可した後、クライアントアプリがアクセスできるリソースのリスト。<br> 例: project,
A new account has been created for you,新しいアカウントを作成しました,
A new account has been created for you at {0},{0} で新しいアカウントが作成されました。,
A new account has been created for you at {0}.,{0}で新しいアカウントが作成されました。,
A recurring {0} {1} has been created for you via Auto Repeat {2}.,自動リピート {2} を介して、定期的な {0} {1} が作成されました。,
A symbol for this currency. For e.g. $,この通貨の記号。例: $,
A template already exists for field {0} of {1},{1} のフィールド {0} には、すでにテンプレートが存在します。,
"A version identifier string for the client software.
<br>
The value of the should change on any update of the client software with the same Software ID.","クライアントソフトウェアのバージョン識別子文字列。
<br>
同じソフトウェアIDを持つクライアントソフトウェアの更新時には、その値が変更される必要があります。",
A word by itself is easy to guess.,単語だけでは推測されやすいです。,
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,すべて,
API,API,
API Access,APIアクセス,
API Endpoint,APIエンドポイント,
API Endpoint Args,APIエンドポイント引数,
API Endpoint Args should be valid JSON,APIエンドポイント引数は有効なJSONである必要があります。,
API Key,APIキー,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,リレーサーバーと対話するためのAPIキーとシークレット。これらは、このサイトにインストールされているいずれかのアプリから最初のプッシュ通知が送信されたときに自動生成されます。,
API Key cannot be regenerated,APIキーは再生成できません,
API Keys,APIキー,
API Logging,APIログ,
API Method,APIメソッド,
API Request Log,APIリクエストログ,
API Secret,APIシークレット,
ASC,昇順,
About,概要,
About Us,会社概要,
About Us Settings,About Us設定,
About Us Team Member,会社概要チームメンバー,
About {0} minute remaining,残り約{0}分,
About {0} minutes remaining,残り約{0}分,
About {0} seconds remaining,残り約{0}秒,
Accept Invitation,招待を承諾,
Accepted,承認済,
Accepted At,承諾日時,
Access Control,アクセス制御,
Access Log,アクセスログ,
Access Token,アクセストークン,
Access Token URL,アクセストークンURL,
Access not allowed from this IP Address,このIPアドレスからのアクセスは許可されていません,
Account,勘定科目,
Account Deletion Settings,アカウント削除設定,
Accounts Manager,経理マネージャー,
Accounts User,経理ユーザー,
"Accurate count can not be fetched, click here to view all documents",正確な件数を取得できません。すべてのドキュメントを表示するにはここをクリックしてください,
Action,アクション,
Action / Route,アクション/ルート,
Action Complete,アクション完了,
Action Failed,アクション失敗,
Action Label,アクションラベル,
Action Timeout (Seconds),アクションタイムアウト (秒),
Action Type,アクション種類,
Action {0} completed successfully on {1} {2}. View it {3},アクション{0}は{1} {2}に正常に完了しました。{3}で表示,
Action {0} failed on {1} {2}. View it {3},アクション{0}は{1} {2}に失敗しました。{3}で表示,
Actions,アクション,
Activate,有効化,
Active,有効,
Active Directory,Active Directory,
Active Domains,アクティブドメイン,
Active Sessions,アクティブセッション,
Activity,アクティビティ,
Activity Log,アクティビティログ,
Add,追加,
Add / Remove Columns,列の追加/削除,
Add / Update,追加/更新,
Add A New Rule,新しいルールを追加,
Add A User Restriction,ユーザー制限を追加,
Add Attachment,添付ファイルを追加,
Add Background Image,背景画像を追加,
Add Blog Category,ブログカテゴリーを追加,
Add Border at Bottom,下部に罫線を追加,
Add Border at Top,上部に罫線を追加,
Add CSS,CSSを追加,
Add Card to Dashboard,ダッシュボードにカードを追加,
Add Chart to Dashboard,ダッシュボードにチャートを追加,
Add Child,子を追加,
Add Column,列を追加,
Add Contact,連絡先を追加,
Add Contacts,連絡先を追加,
